entry_id,verify,trace_index,file,line,line_start,line_end,duplicate,anomaly,certainty,file_group,comparison,vs_entry,vs_critical,code_preview
entry-00315,1,5,airflow-core/src/airflow/api_fastapi/execution_api/routes/hitl.py,114,114,114,no,after_critical,clear,critical_file,strictly_after,n/a,strictly_after,hitl_detail_model = _check_hitl_detail_exists(hitl_detail_model_result)
entry-00316,1,0,airflow-core/src/airflow/api_fastapi/execution_api/routes/hitl.py,39,39,39,no,none,ambiguous,both,"ep=overlapping,co=strictly_before",overlapping,strictly_before,@router.post(
entry-00316,1,1,airflow-core/src/airflow/api_fastapi/execution_api/routes/__init__.py,22,22,22,no,none,n/a,cross_file,n/a (cross-file),n/a,n/a,from airflow.api_fastapi.execution_api.deps import JWTBearerDep
entry-00316,1,2,airflow-core/src/airflow/api_fastapi/execution_api/deps.py,103,103,103,no,none,n/a,cross_file,n/a (cross-file),n/a,n/a,"JWTBearerTIPathDep = Depends(JWTBearer(path_param_name=""task_instance_id""))"
entry-00316,1,3,airflow-core/src/airflow/api_fastapi/execution_api/routes/hitl.py,43,43,43,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,def upsert_hitl_detail(
entry-00316,1,4,airflow-core/src/airflow/api_fastapi/execution_api/routes/hitl.py,63,63,63,no,none,ambiguous,both,"ep=strictly_after,co=overlapping",strictly_after,overlapping,    hitl_detail_model = session.scalar(select(HITLDetail).where(HITLDetail.ti_id == task_instance_id
entry-00317,1,0,src/backend/base/langflow/api/v1/api_key.py,44-48,44,48,no,before_entry,ambiguous,entry_file,overlapping,overlapping,n/a,"@router.delete(""/{api_key_id}"", dependencies=[Depends(auth_utils.get_current_active_user)])
async de"
entry-00317,1,1,src/backend/base/langflow/api/v1/api_key.py,50,50,50,no,none,n/a,entry_file,strictly_after,strictly_after,n/a,"        await delete_api_key(db, api_key_id)"
entry-00317,1,2,src/backend/base/langflow/services/database/models/api_key/crud.py,44-49,44,49,no,after_critical,ambiguous,critical_file,overlapping,n/a,overlapping,"async def delete_api_key(session: AsyncSession, api_key_id: UUID) -> None:
    api_key = await sessi"
entry-00318,1,0,extensions/synology-chat/src/webhook-handler.ts,109,109,109,no,none,n/a,entry_file,strictly_after,strictly_after,n/a,"  return async (req: IncomingMessage, res: ServerResponse) => {"
entry-00318,1,1,extensions/synology-chat/src/webhook-handler.ts,127,127,127,no,none,n/a,entry_file,strictly_after,strictly_after,n/a,    const payload = parsePayload(body);
entry-00318,1,2,extensions/synology-chat/src/webhook-handler.ts,134,134,134,no,none,n/a,entry_file,strictly_after,strictly_after,n/a,"    if (!validateToken(payload.token, account.token)) {"
entry-00318,1,3,extensions/synology-chat/src/webhook-handler.ts,141,141,141,no,none,n/a,entry_file,strictly_after,strictly_after,n/a,    if (
entry-00318,1,4,extensions/synology-chat/src/security.ts,27,27,27,no,none,n/a,critical_file,strictly_before,n/a,strictly_before,"export function checkUserAllowed(userId: string, allowedUserIds: string[]): boolean {"
entry-00318,1,5,extensions/synology-chat/src/security.ts,28,28,28,no,after_critical,ambiguous,critical_file,overlapping,n/a,overlapping,  if (allowedUserIds.length === 0) return true;
entry-00318,1,6,extensions/synology-chat/src/webhook-handler.ts,183,183,183,no,none,n/a,entry_file,strictly_after,strictly_after,n/a,      const sessionKey = `synology-chat-${payload.user_id}`;
entry-00318,1,7,extensions/synology-chat/src/channel.ts,249,249,249,no,none,n/a,cross_file,n/a (cross-file),n/a,n/a,            await rt.channel.reply.dispatchReplyWithBufferedBlockDispatcher({
entry-00319,1,0,nltk/app/wordnet_app.py,86,86,86,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,        sp = self.path[1:]
entry-00319,1,1,nltk/app/wordnet_app.py,87,87,87,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,"        if unquote_plus(sp) == ""SHUTDOWN THE SERVER"":"
entry-00319,1,2,nltk/app/wordnet_app.py,88,88,88,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,            if server_mode:
entry-00319,1,3,nltk/app/wordnet_app.py,219,219,219,no,after_critical,clear,both,strictly_after,strictly_after,strictly_after,    server_mode = not runBrowser
entry-00319,1,4,nltk/app/wordnet_app.py,242,242,242,no,after_critical,clear,both,strictly_after,strictly_after,strictly_after,"    server = HTTPServer(("""", port), MyServerHandler)"
entry-00319,1,5,nltk/app/wordnet_app.py,93,93,93,no,none,ambiguous,both,"ep=strictly_after,co=overlapping",strictly_after,overlapping,                os._exit(0)
entry-00320,0,0,src/backend/base/langflow/api/v2/files.py,163-166,163,166,no,before_entry,ambiguous,entry_file,overlapping,overlapping,n/a,"        try:
            root_filename, file_extension = new_filename.rsplit(""."", 1)
        except "
entry-00320,0,1,src/backend/base/langflow/api/v2/files.py,205-214,205,214,no,none,n/a,entry_file,strictly_after,strictly_after,n/a,"                for my_file in files:
                    match = re.search(r""\((\d+)\)(?=\.\w+$|$)"""
entry-00320,0,2,src/backend/base/langflow/api/v2/files.py,119-122,119,122,no,before_entry,clear,entry_file,strictly_before,strictly_before,n/a,"    if not file_content:
        file_content = await file.read()
    if not file_name:
        file"
entry-00320,0,3,src/backend/base/langflow/services/storage/local.py,120,120,120,no,after_critical,ambiguous,critical_file,overlapping,n/a,overlapping,"            async with async_open(str(file_path), mode) as f:"
entry-00321,1,0,src/backend/base/langflow/api/v2/files.py,162,162,162,no,before_entry,ambiguous,entry_file,overlapping,overlapping,n/a,        new_filename = file.filename
entry-00321,1,1,src/backend/base/langflow/api/v2/files.py,192,192,192,no,none,n/a,entry_file,strictly_after,strictly_after,n/a,"                unique_filename = f""{root_filename}.{file_extension}"" if file_extension else root_fi"
entry-00321,1,2,src/backend/base/langflow/services/storage/local.py,116,116,116,no,after_critical,ambiguous,critical_file,overlapping,n/a,overlapping,        file_path = folder_path / file_name
entry-00322,1,0,src/agents/bash-tools.exec-host-gateway.ts,57,57,57,no,before_entry,ambiguous,entry_file,overlapping,overlapping,n/a,export async function processGatewayAllowlist(
entry-00322,1,1,src/agents/bash-tools.exec-host-gateway.ts,157,157,157,no,none,n/a,entry_file,strictly_after,strictly_after,n/a,"      } else if (decision === ""allow-always"") {"
entry-00322,1,2,src/agents/bash-tools.exec-host-gateway.ts,160,160,160,no,none,n/a,entry_file,strictly_after,strictly_after,n/a,          const patterns = resolveAllowAlwaysPatterns({
entry-00322,1,3,src/infra/exec-approvals-allowlist.ts,340,340,340,no,none,n/a,cross_file,n/a (cross-file),n/a,n/a,export function resolveAllowAlwaysPatterns(params: {
entry-00322,1,4,src/infra/exec-approvals-allowlist.ts,291,291,291,no,none,n/a,cross_file,n/a (cross-file),n/a,n/a,function collectAllowAlwaysPatterns(params: {
entry-00322,1,5,src/infra/exec-approvals-allowlist.ts,303,303,303,no,none,n/a,cross_file,n/a (cross-file),n/a,n/a,  if (!isShellWrapperSegment(params.segment)) {
entry-00322,1,6,src/infra/exec-approvals-allowlist.ts,218,218,218,no,none,n/a,cross_file,n/a (cross-file),n/a,n/a,const SHELL_WRAPPER_EXECUTABLES = new Set([
entry-00322,1,7,src/infra/exec-approvals.ts,480,480,480,no,after_critical,ambiguous,critical_file,overlapping,n/a,overlapping,"  allowlist.push({ id: crypto.randomUUID(), pattern: trimmed, lastUsedAt: Date.now() });"
entry-00323,1,0,src/agents/bash-tools.exec-host-node.ts,44,44,44,no,none,ambiguous,both,"ep=overlapping,co=strictly_before",overlapping,strictly_before,export async function executeNodeHostCommand(
entry-00323,1,1,src/agents/bash-tools.exec-host-node.ts,102,102,102,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,"  if (hostAsk === ""on-miss"" && hostSecurity === ""allowlist"" && analysisOk) {"
entry-00323,1,2,src/agents/bash-tools.exec-host-node.ts,217,217,217,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,"      } else if (decision === ""allow-always"") {"
entry-00323,1,3,src/agents/bash-tools.exec-host-node.ts,244,244,244,no,none,ambiguous,both,"ep=strictly_after,co=overlapping",strictly_after,overlapping,        await callGatewayTool(
entry-00324,1,0,src/backend/base/langflow/api/v1/files.py,138,138,138,no,none,ambiguous,both,"ep=overlapping,co=strictly_before",overlapping,strictly_before,"@router.get(""/images/{flow_id}/{file_name}"")"
entry-00324,1,1,src/backend/base/langflow/api/v1/files.py,139,139,139,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,async def download_image(
entry-00324,1,2,src/backend/base/langflow/api/v1/files.py,141,141,141,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,"    flow_id: UUID,"
entry-00324,1,3,src/backend/base/langflow/api/v1/files.py,144,144,144,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,    storage_service = get_storage_service()
entry-00324,1,4,src/backend/base/langflow/api/v1/files.py,146,146,146,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,    flow_id_str = str(flow_id)
entry-00324,1,5,src/backend/base/langflow/api/v1/files.py,157,157,157,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,"    if not content_type.startswith(""image""):"
entry-00324,1,6,src/backend/base/langflow/api/v1/files.py,161,161,161,no,none,ambiguous,both,"ep=strictly_after,co=overlapping",strictly_after,overlapping,"        file_content = await storage_service.get_file(flow_id=flow_id_str, file_name=file_name)"
entry-00324,1,7,src/backend/base/langflow/api/v1/files.py,162,162,162,no,after_critical,clear,both,strictly_after,strictly_after,strictly_after,"        return StreamingResponse(BytesIO(file_content), media_type=content_type)"
entry-00325,1,0,src/backend/base/langflow/api/v1/files.py,168,168,168,no,none,ambiguous,both,"ep=overlapping,co=strictly_before",overlapping,strictly_before,"@router.get(""/profile_pictures/{folder_name}/{file_name}"")"
entry-00325,1,1,src/backend/base/langflow/api/v1/files.py,182,182,182,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,"        if "".."" in folder_name or "".."" in file_name:"
entry-00325,1,2,src/backend/base/langflow/api/v1/files.py,193,193,193,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,"        if ""/"" in file_name or ""\\"" in file_name:"
entry-00325,1,3,src/backend/base/langflow/api/v1/files.py,201,201,201,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,"        file_path = (config_path / ""profile_pictures"" / folder_name / file_name).resolve()"
entry-00325,1,4,src/backend/base/langflow/api/v1/files.py,206,206,206,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,        if not str(file_path).startswith(str(allowed_base)):
entry-00325,1,5,src/backend/base/langflow/api/v1/files.py,230,230,230,no,none,ambiguous,both,"ep=strictly_after,co=overlapping",strictly_after,overlapping,        file_content = await anyio.Path(file_path).read_bytes()
entry-00326,1,0,src/backend/base/langflow/api/v1/files.py,169,169,169,no,none,ambiguous,both,"ep=overlapping,co=strictly_before",overlapping,strictly_before,async def download_profile_picture(
entry-00326,1,1,src/backend/base/langflow/api/v1/files.py,197,197,197,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,        config_dir = settings_service.settings.config_dir
entry-00326,1,2,src/backend/base/langflow/api/v1/files.py,205,205,205,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,"        allowed_base = (config_path / ""profile_pictures"").resolve()"
entry-00326,1,3,src/backend/base/langflow/api/v1/files.py,211,211,211,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,        if not file_path.exists():
entry-00326,1,4,src/backend/base/langflow/api/v1/files.py,215,215,215,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,            package_path = (package_base / folder_name / file_name).resolve()
entry-00326,1,5,src/backend/base/langflow/api/v1/files.py,219,219,219,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,            if not str(package_path).startswith(str(allowed_package_base)):
entry-00326,1,6,src/backend/base/langflow/api/v1/files.py,231,231,231,no,none,ambiguous,both,"ep=strictly_after,co=overlapping",strictly_after,overlapping,"        return StreamingResponse(BytesIO(file_content), media_type=content_type)"
entry-00327,1,0,src/agents/tools/sessions-spawn-tool.ts,46,46,46,no,before_entry,ambiguous,entry_file,overlapping,overlapping,n/a,"    execute: async (_toolCallId, args) => {"
entry-00327,1,1,src/agents/tools/sessions-spawn-tool.ts,90,90,90,no,none,n/a,entry_file,strictly_after,strictly_after,n/a,          : await spawnSubagentDirect(
entry-00327,1,2,src/agents/subagent-spawn.ts,218,218,218,no,none,n/a,critical_file,strictly_before,n/a,strictly_before,  const requesterInternalKey = requesterSessionKey
entry-00327,1,3,src/agents/subagent-spawn.ts,234,234,234,no,none,n/a,critical_file,strictly_before,n/a,strictly_before,  if (callerDepth >= maxSpawnDepth) {
entry-00327,1,4,src/agents/subagent-spawn.ts,243,243,243,no,none,n/a,critical_file,strictly_before,n/a,strictly_before,  if (activeChildren >= maxChildren) {
entry-00327,1,5,src/agents/subagent-spawn.ts,263,263,263,no,none,n/a,critical_file,strictly_before,n/a,strictly_before,    if (!allowAny && !allowSet.has(normalizedTargetId)) {
entry-00327,1,6,src/agents/subagent-spawn.ts,271,271,271,no,after_critical,ambiguous,critical_file,overlapping,n/a,overlapping,  const childSessionKey = `agent:${targetAgentId}:subagent:${crypto.randomUUID()}`;
entry-00328,1,0,src/gateway/tools-invoke-http.ts,127,127,127,no,before_entry,ambiguous,entry_file,overlapping,overlapping,n/a,export async function handleToolsInvokeHttpRequest(
entry-00328,1,1,src/gateway/auth.ts,261,261,261,no,none,n/a,critical_file,strictly_before,n/a,strictly_before,  }
entry-00328,1,2,src/gateway/auth.ts,271,271,271,no,none,n/a,critical_file,strictly_before,n/a,strictly_before,"    if (!auth.trustedProxy.userHeader || auth.trustedProxy.userHeader.trim() === """") {"
entry-00328,1,3,src/gateway/auth.ts,380,380,380,no,after_critical,ambiguous,critical_file,overlapping,n/a,overlapping,    const tailscaleCheck = await resolveVerifiedTailscaleUser({
entry-00329,1,0,src/gateway/server-http.ts,528,528,528,no,before_entry,ambiguous,entry_file,overlapping,overlapping,n/a,"        if (requestPath.startsWith(""/api/channels/"")) {"
entry-00329,1,1,src/gateway/server-http.ts,530,530,530,no,none,n/a,entry_file,strictly_after,strictly_after,n/a,          const authResult = await authorizeGatewayConnect({
entry-00329,1,2,src/gateway/auth.ts,379,379,379,no,after_critical,ambiguous,critical_file,overlapping,n/a,overlapping,  if (auth.allowTailscale && !localDirect) {
entry-00330,1,0,src/gateway/http-auth-helpers.ts,7,7,7,no,before_entry,ambiguous,entry_file,overlapping,overlapping,n/a,export async function authorizeGatewayBearerRequestOrReply(params: {
entry-00330,1,1,src/gateway/http-auth-helpers.ts,14,14,14,no,none,n/a,entry_file,strictly_after,strictly_after,n/a,  const token = getBearerToken(params.req);
entry-00330,1,2,src/gateway/auth.ts,380,380,380,no,after_critical,ambiguous,critical_file,overlapping,n/a,overlapping,    const tailscaleCheck = await resolveVerifiedTailscaleUser({
entry-00331,1,0,src/gateway/server/ws-connection/message-handler.ts,349,349,349,no,before_entry,ambiguous,entry_file,overlapping,overlapping,n/a,let authResult: GatewayAuthResult = await authorizeGatewayConnect({
entry-00331,1,1,src/gateway/auth.ts,380,380,380,no,after_critical,ambiguous,critical_file,overlapping,n/a,overlapping,const tailscaleCheck = await resolveVerifiedTailscaleUser({
entry-00332,1,0,.github/workflows/reusable-release.yaml,81,81,81,no,none,ambiguous,both,"ep=overlapping,co=strictly_before",overlapping,strictly_before,        uses: actions/checkout@70379aad1a8b40919ce8b382d3cd7d0315cde1d0 # v6.0.2
entry-00332,1,1,.github/workflows/reusable-release.yaml,83,83,83,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,          fetch-depth: 0
entry-00332,1,2,.github/workflows/reusable-release.yaml,111,111,111,no,none,ambiguous,both,"ep=strictly_after,co=overlapping",strictly_after,overlapping,          args: release --skip=validate -f=${{ inputs.goreleaser_config}} ${{ inputs.goreleaser_opti
entry-00333,1,0,.github/workflows/canary.yaml,16,16,16,no,before_entry,ambiguous,entry_file,overlapping,overlapping,n/a,    uses: ./.github/workflows/reusable-release.yaml
entry-00333,1,1,.github/workflows/canary.yaml,18,18,18,no,none,n/a,entry_file,strictly_after,strictly_after,n/a,      goreleaser_config: goreleaser-canary.yml
entry-00333,1,2,.github/workflows/reusable-release.yaml,108,108,108,no,none,n/a,critical_file,strictly_before,n/a,strictly_before,        uses: goreleaser/goreleaser-action@ec59f474b9834571250b370d4735c50f8e2d1e29 # v7.0.0
entry-00333,1,3,.github/workflows/reusable-release.yaml,127,127,127,no,after_critical,ambiguous,critical_file,overlapping,n/a,overlapping,        uses: docker/build-push-action@10e90e3645eae34f1e60eeb005ba3a3d33f178e8 # v6.19.2
entry-00334,1,0,goreleaser.yml,6,6,6,no,before_entry,ambiguous,entry_file,overlapping,overlapping,n/a,    main: ./cmd/trivy/
entry-00334,1,1,.github/workflows/release.yaml,12,12,12,no,none,n/a,critical_file,strictly_before,n/a,strictly_before,      goreleaser_config: goreleaser.yml
entry-00334,1,2,.github/workflows/release.yaml,149,149,149,no,none,n/a,critical_file,strictly_before,n/a,strictly_before,"          VERSION=""${GITHUB_REF_NAME#v}"""
entry-00334,1,3,.github/workflows/release.yaml,150-153,150,153,no,after_critical,ambiguous,critical_file,overlapping,n/a,overlapping,"          gh workflow run bump-trivy.yaml \
            --repo ""$GITHUB_REPOSITORY_OWNER/trivy-actio"
entry-00335,1,0,nemo/lightning/io/hf.py,226,226,226,no,none,ambiguous,both,"ep=overlapping,co=strictly_before",overlapping,strictly_before,    def load_checkpoint(
entry-00335,1,1,nemo/lightning/io/hf.py,247,247,247,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,        path = Path(path)
entry-00335,1,2,nemo/lightning/io/hf.py,251,251,251,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,        if not (path / 'trainer.pt').exists():
entry-00335,1,3,nemo/lightning/io/hf.py,254,254,254,no,none,ambiguous,both,"ep=strictly_after,co=overlapping",strictly_after,overlapping,            trainer_state = torch.load(
entry-00336,1,0,nemo/collections/common/callbacks/ema.py,119,119,119,no,none,ambiguous,both,"ep=overlapping,co=strictly_before",overlapping,strictly_before,    def on_load_checkpoint(
entry-00336,1,1,nemo/collections/common/callbacks/ema.py,125,125,125,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,        ckpt_path = trainer.ckpt_path
entry-00336,1,2,nemo/collections/common/callbacks/ema.py,136,136,136,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,"            ema_path = ckpt_path.replace(ext, f'-EMA{ext}')"
entry-00336,1,3,nemo/collections/common/callbacks/ema.py,137,137,137,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,            if os.path.exists(ema_path):
entry-00336,1,4,nemo/collections/common/callbacks/ema.py,138,138,138,no,none,ambiguous,both,"ep=strictly_after,co=overlapping",strictly_after,overlapping,"                ema_state_dict = torch.load(ema_path, map_location=torch.device('cpu'), weights_only"
entry-00337,1,0,nemo/utils/callbacks/nemo_model_checkpoint.py,212,212,212,no,none,ambiguous,both,"ep=overlapping,co=strictly_before",overlapping,strictly_before,"    def on_save_checkpoint(self, trainer, pl_module, checkpoint):"
entry-00337,1,1,nemo/utils/callbacks/nemo_model_checkpoint.py,226,226,226,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,            maybe_injected_best_model_path = inject_model_parallel_rank(self.best_model_path)
entry-00337,1,2,nemo/utils/callbacks/nemo_model_checkpoint.py,230,230,230,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,        if self.save_best_model:
entry-00337,1,3,nemo/utils/callbacks/nemo_model_checkpoint.py,231,231,231,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,            if not os.path.exists(maybe_injected_best_model_path):
entry-00337,1,4,nemo/utils/callbacks/nemo_model_checkpoint.py,240,240,240,no,none,ambiguous,both,"ep=strictly_after,co=overlapping",strictly_after,overlapping,"            checkpoint = torch.load(maybe_injected_best_model_path, map_location='cpu', weights_only"
entry-00338,1,0,examples/tts/magpietts_inference.py,367,367,367,no,before_entry,ambiguous,entry_file,overlapping,overlapping,n/a,"'--checkpoint_files',"
entry-00338,1,1,examples/tts/magpietts_inference.py,582,582,582,no,none,n/a,entry_file,strictly_after,strictly_after,n/a,"checkpoint_files = args.checkpoint_files.split("","")"
entry-00338,1,2,examples/tts/magpietts_inference.py,592,592,592,no,none,n/a,entry_file,strictly_after,strictly_after,n/a,"checkpoint_file=checkpoint_file,"
entry-00338,1,3,examples/tts/magpietts_inference.py,185,185,185,no,before_entry,clear,entry_file,strictly_before,strictly_before,n/a,"model, checkpoint_name = load_magpie_model(model_config)"
entry-00338,1,4,nemo/collections/tts/modules/magpietts_inference/utils.py,200,200,200,no,none,n/a,critical_file,strictly_before,n/a,strictly_before,if config.hparams_file is not None and config.checkpoint_file is not None:
entry-00338,1,5,nemo/collections/tts/modules/magpietts_inference/utils.py,223,223,223,no,after_critical,ambiguous,critical_file,overlapping,n/a,overlapping,"ckpt = torch.load(config.checkpoint_file, weights_only=False)"
entry-00339,1,0,nemo/collections/multimodal/speech_llm/models/modular_models.py,1088,1088,1088,no,none,ambiguous,both,"ep=overlapping,co=strictly_before",overlapping,strictly_before,        if cfg.model.peft.restore_from_path:
entry-00339,1,1,nemo/collections/multimodal/speech_llm/models/modular_models.py,1095,1095,1095,no,none,ambiguous,both,"ep=strictly_after,co=overlapping",strictly_after,overlapping,"                torch_state_dict = torch.load(cfg.model.peft.restore_from_path, weights_only=False)["
entry-00340,1,0,nemo/collections/multimodal/speech_llm/models/modular_models.py,1097,1097,1097,no,none,ambiguous,both,"ep=overlapping,co=strictly_before",overlapping,strictly_before,        elif cfg.model.peft.restore_from_ckpt.checkpoint_dir and cfg.model.peft.restore_from_ckpt.ch
entry-00340,1,1,nemo/collections/multimodal/speech_llm/models/modular_models.py,1098,1098,1098,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,            checkpoint_path = os.path.join(
entry-00340,1,2,nemo/collections/multimodal/speech_llm/models/modular_models.py,1114,1114,1114,no,none,ambiguous,both,"ep=strictly_after,co=overlapping",strictly_after,overlapping,"                    model.load_state_dict(torch.load(checkpoint_path, weights_only=False), strict=Fa"
entry-00341,1,0,nemo/collections/multimodal/speech_llm/parts/mixins/adapter_mixin.py,33-38,33,38,no,none,ambiguous,both,"ep=overlapping,co=strictly_before",overlapping,strictly_before,"    def load_adapters(
        self,
        filepath: str,
        peft_cfgs: Optional[Union[PEFTCo"
entry-00341,1,1,nemo/collections/multimodal/speech_llm/parts/mixins/adapter_mixin.py,64,64,64,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,        elif filepath.endswith('.ckpt'):
entry-00341,1,2,nemo/collections/multimodal/speech_llm/parts/mixins/adapter_mixin.py,65,65,65,no,none,ambiguous,both,"ep=strictly_after,co=overlapping",strictly_after,overlapping,"            state_dict = torch.load(filepath, map_location, weights_only=False)['state_dict']"
entry-00342,1,0,nemo/core/classes/mixins/adapter_mixins.py,933,933,933,no,none,ambiguous,both,"ep=overlapping,co=strictly_before",overlapping,strictly_before,"    def load_adapters(self, filepath: str, name: str = None, map_location: str = None, strict: bool "
entry-00342,1,1,nemo/core/classes/mixins/adapter_mixins.py,962,962,962,no,none,ambiguous,both,"ep=strictly_after,co=overlapping",strictly_after,overlapping,"        state_dict = torch.load(filepath, map_location=map_location, weights_only=False)"
entry-00343,1,0,nemo/collections/common/callbacks/ema.py,136,136,136,no,none,ambiguous,both,"ep=overlapping,co=strictly_before",overlapping,strictly_before,"            ema_path = ckpt_path.replace(ext, f'-EMA{ext}')"
entry-00343,1,1,nemo/collections/common/callbacks/ema.py,138,138,138,no,none,ambiguous,both,"ep=strictly_after,co=overlapping",strictly_after,overlapping,"                ema_state_dict = torch.load(ema_path, map_location=torch.device('cpu'), weights_only"
entry-00344,1,0,nemo/utils/callbacks/nemo_model_checkpoint.py,228,228,228,no,none,ambiguous,both,"ep=overlapping,co=strictly_before",overlapping,strictly_before,            maybe_injected_best_model_path = self.best_model_path
entry-00344,1,1,nemo/utils/callbacks/nemo_model_checkpoint.py,226,226,226,no,before_entry,clear,both,strictly_before,strictly_before,strictly_before,            maybe_injected_best_model_path = inject_model_parallel_rank(self.best_model_path)
entry-00344,1,2,nemo/utils/callbacks/nemo_model_checkpoint.py,240,240,240,no,none,ambiguous,both,"ep=strictly_after,co=overlapping",strictly_after,overlapping,"            checkpoint = torch.load(maybe_injected_best_model_path, map_location='cpu', weights_only"
entry-00345,1,0,nemo/collections/speechlm2/parts/pretrained.py,169,169,169,no,none,ambiguous,both,"ep=overlapping,co=strictly_before",overlapping,strictly_before,"    if "".safetensors"" in checkpoint_path:"
entry-00345,1,1,nemo/collections/speechlm2/parts/pretrained.py,172,172,172,no,none,ambiguous,both,"ep=strictly_after,co=overlapping",strictly_after,overlapping,"        checkpoint_state = torch.load(checkpoint_path, weights_only=False, map_location=""cpu"")[""stat"
entry-00346,1,0,nemo/collections/llm/gpt/model/hyena.py,812,812,812,no,none,ambiguous,both,"ep=overlapping,co=strictly_before",overlapping,strictly_before,        if os.path.exists(str(self)):
entry-00346,1,1,nemo/collections/llm/gpt/model/hyena.py,814,814,814,no,none,ambiguous,both,"ep=strictly_after,co=overlapping",strictly_after,overlapping,"            return torch.load(str(self), map_location='cpu', weights_only=False)"
entry-00347,1,0,nemo/collections/llm/gpt/model/hyena.py,827,827,827,no,none,ambiguous,both,"ep=overlapping,co=strictly_before",overlapping,strictly_before,                weights_path = hf_hub_download(
entry-00347,1,1,nemo/collections/llm/gpt/model/hyena.py,873,873,873,no,none,ambiguous,both,"ep=strictly_after,co=overlapping",strictly_after,overlapping,"        return torch.load(weights_path, map_location='cpu', weights_only=False)"
entry-00348,1,0,nemo/collections/tts/models/magpietts_preference_optimization.py,226,226,226,no,none,ambiguous,both,"ep=overlapping,co=strictly_before",overlapping,strictly_before,"    def __init__(self, cfg: DictConfig, trainer: 'Trainer' = None):"
entry-00348,1,1,nemo/collections/tts/models/magpietts_preference_optimization.py,228,228,228,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,        ref_model_cfg = copy.deepcopy(cfg)
entry-00348,1,2,nemo/collections/tts/models/magpietts_preference_optimization.py,234,234,234,no,none,ambiguous,both,"ep=strictly_after,co=strictly_before",strictly_after,strictly_before,        self._reference_model.load_state_dict(
entry-00348,1,3,nemo/collections/tts/models/magpietts_preference_optimization.py,235,235,235,no,none,ambiguous,both,"ep=strictly_after,co=overlapping",strictly_after,overlapping,"            torch.load(cfg.reference_model_ckpt_path, map_location=""cpu"", weights_only=False)['state"
entry-00349,1,0,packages/nodes-base/nodes/Merge/v3/actions/router.ts,7-16,7,16,no,none,n/a,cross_file,n/a (cross-file),n/a,n/a,"export async function router(this: IExecuteFunctions) {
	const inputsData = getNodeInputsData.call(t"
entry-00349,1,1,packages/nodes-base/nodes/Merge/v3/actions/mode/combineBySql.ts,146-153,146,153,no,before_entry,clear,both,strictly_before,strictly_before,strictly_before,"export async function execute(
	this: IExecuteFunctions,
	inputsData: INodeExecutionData[][],
): Pro"
