entry_id,verify,trace_index,issue_type,description
entry-00492,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00492,1,9,ambiguous_after_critical,"trace[9] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00495,1,0,ambiguous_after_critical,"trace[0] 在 both 中 comparison=strictly_after, vs_entry=overlapping, vs_critical=strictly_after"
entry-00495,1,3,ambiguous_before_entry,"trace[3] 在 both 中 comparison=strictly_before, vs_entry=strictly_before, vs_critical=overlapping"
entry-00501,1,0,ambiguous_after_critical,"trace[0] 在 both 中 comparison=strictly_after, vs_entry=overlapping, vs_critical=strictly_after"
entry-00501,1,1,ambiguous_before_entry,"trace[1] 在 both 中 comparison=strictly_before, vs_entry=strictly_before, vs_critical=strictly_after"
entry-00501,1,2,ambiguous_before_entry,"trace[2] 在 both 中 comparison=strictly_before, vs_entry=strictly_before, vs_critical=strictly_after"
entry-00501,1,3,ambiguous_before_entry,"trace[3] 在 both 中 comparison=strictly_before, vs_entry=strictly_before, vs_critical=overlapping"
entry-00502,1,1,ambiguous_before_entry,"trace[1] 在 both 中 comparison=strictly_before, vs_entry=strictly_before, vs_critical=overlapping"
entry-00503,1,0,ambiguous_after_critical,"trace[0] 在 both 中 comparison=strictly_after, vs_entry=overlapping, vs_critical=strictly_after"
entry-00503,1,5,ambiguous_before_entry,"trace[5] 在 both 中 comparison=strictly_before, vs_entry=strictly_before, vs_critical=overlapping"
entry-00504,1,0,ambiguous_after_critical,"trace[0] 在 both 中 comparison=strictly_after, vs_entry=overlapping, vs_critical=strictly_after"
entry-00504,1,2,ambiguous_before_entry,"trace[2] 在 both 中 comparison=strictly_before, vs_entry=strictly_before, vs_critical=overlapping"
entry-00505,1,2,ambiguous_before_entry,"trace[2] 在 both 中 comparison=strictly_before, vs_entry=strictly_before, vs_critical=strictly_after"
entry-00505,1,3,ambiguous_before_entry,"trace[3] 在 both 中 comparison=strictly_before, vs_entry=strictly_before, vs_critical=strictly_after"
entry-00505,1,4,ambiguous_before_entry,"trace[4] 在 both 中 comparison=strictly_before, vs_entry=strictly_before, vs_critical=strictly_after"
entry-00505,1,6,ambiguous_before_entry,"trace[6] 在 both 中 comparison=strictly_before, vs_entry=strictly_before, vs_critical=strictly_after"
entry-00507,1,1,duplicate_desc_conflict,trace[1] 与 trace[0] 重复但 desc 不一致; first='app.get 注册路由这一步是整条调用链的起点：Express 框架将 GET /mcp 的处理权绑定到匿名异步函数，从此刻起任何命中该路径的入站请求都将由此函数独立承接。此步骤的缺陷在于路由注册时未附加鉴权中间件，决定了后续所有处理逻辑在无凭证环境下运行，为 entry_point 向下游传递奠定了无保护的前提。' vs current='处理器函数体执行的第一步理应包含身份校验调用，但此处直接进入后续逻辑，未对请求者身份作任何核验。随后的数据读取和会话查找均在此无鉴权前提下展开，这一缺口是从入口路由向下游 session 查找阶段跨越的关键权限边界缺失点，是漏洞链路中从 caller 流向内部状态查找逻辑的第一段。'
entry-00509,1,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00509,1,5,ambiguous_after_critical,"trace[5] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00511,0,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00511,0,5,ambiguous_after_critical,"trace[5] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
entry-00512,0,0,ambiguous_before_entry,"trace[0] 在 entry_file 中 comparison=overlapping, vs_entry=overlapping, vs_critical=n/a"
entry-00512,0,2,ambiguous_after_critical,"trace[2] 在 critical_file 中 comparison=overlapping, vs_entry=n/a, vs_critical=overlapping"
